username,userMediaCount,userFollowerCount,userFollowingCount,userHasHighlighReels,userHasExternalUrl,userBiographyLength,usernameLength,usernameDigitCount
t_grosenbaugh,216,1535,2046, True, None,27,13,0
ryan_kimbo36,11,1438,1107, True, https://www.ampedsupps.com/?sca_ref=909894.6jQVbFvtTw,58,12,2
rhsshofarclub,12,48,102, True, None,108,13,0
amandanelson__,62,904,989, True, https://youtu.be/dnVuQCx8Cuo,75,14,0
gstark13,10,765,744, True, http://churchofjesuschrist.org/,23,8,2
manbloch,40,615,1282, True, None,45,8,0
russell_volk,15,670,839, True, None,49,12,0
avery_vosper,89,1281,859, True, https://vsco.co/averyvsper,7,12,0
sophiaelenii,73,949,925, True, None,25,12,0
thenicksabetta,131,898,1218, True, None,84,14,0
flynn.cowie,11,1011,902, True, None,26,11,0
stilesnate,22,385,1179, True, None,9,10,0
taylormercerpetersen,13,1000,927, True, None,38,20,0
kelby_hosbach,0,692,4937, True, None,6,13,0
imhertz1,5,678,915, True, None,12,8,1
brettrogers14,7,684,782, True, None,8,13,2
connorkasner,23,1064,1134, True, None,75,12,0
olivia_papouras16,17,1364,966, True, http://vsco.co/oliviapapouras/,23,17,2
ryan.wagner_,2,707,646, True, None,34,12,0
reverepingpong,9,27,28, True, None,23,14,0
gavinlawlor12,43,1371,1167, True, None,17,13,2
peytonthurman_,17,1346,695, True, https://vsco.co/peythurman,30,14,0
aidenweiland_33,4,903,901, True, None,11,15,2
drakedonich,11,370,315, True, https://youtube.com/channel/UCVsPqHrmgChGsl_r0pCMBBQ,18,11,0
l_r_asmr,0,109,607, True, None,42,8,0
morgandobos,15,1722,1243, True, http://vsco.co/morgandobos,10,11,0
r.linn.j,18,455,395, True, None,24,8,0
_christinemonsour,65,1104,1080, True, None,24,17,0
a_ba_chu_bec,203,83,83, True, None,62,12,0
janejusko,59,2481,2752, True, None,35,9,0
dan_yan2,1,1338,1643, True, None,12,8,1
kyleshin789,3,103,136, True, http://akt3photo.com/,0,11,3
rachelfoxoriginal,31,813,1734, True, None,65,17,0
thepinheadsoh,3,54,91, True, None,46,13,0
godardkarl,3,236,262, True, None,0,10,0
wsun75,0,156,280, True, None,8,6,2
owen_sem7,18,1353,738, True, None,56,9,1
evelyn_turocy,34,1572,1246, True, https://vsco.co/evelynturocy,37,13,0
jakebrook77,110,2479,1548, True, https://vsco.co/jakebrook77,82,11,2
elliehabel,61,1046,1003, True, https://elliehabel.com/,43,10,0
brooke___campbell_,30,576,827, True, None,94,18,0
jacobcrissman,17,530,780, True, None,38,13,0
j.fan21,2,1537,1852, True, https://anti-asianviolenceresources.carrd.co/,29,7,2
jane_earl,20,1076,858, True, None,23,9,0
lauren_slife,17,1680,1851, True, https://vsco.co/lslife,26,12,0
laney.harner,38,485,530, True, None,18,12,0
connor__wainwright,4,495,695, True, None,15,18,0
c.penzenik,4,899,725, True, None,7,10,0
micah.semmelroth,1,1231,888, True, None,3,16,0
ellie.macp,63,1869,1577, True, https://vs.co/obr97gs2,36,10,0
stephieee.t,31,1382,1670, True, None,32,11,0
michellecaye56,174,1138,1094, True, None,35,14,2
kylie.mapp,42,1057,955, True, https://vsco.co/kyliemappp,21,10,0
mason_lepke,84,1134,1490, True, https://vsco.co/masonlepke,94,11,0
paige_arconti,14,942,501, True, None,29,13,0
bobbybaker_25,47,956,886, True, None,32,13,2
graceduryea,96,1253,1218, True, None,22,11,0
carter.__.g,18,565,499, True, None,22,11,0
g_butler24,4,1220,1112, True, None,7,10,2
alexis_a018,19,789,727, True, https://vsco.co/alexisaarmstrong,13,11,3
akb_001_,40,700,846, True, None,78,8,3
dantenpardi,3,684,640, True, None,6,11,0
caseyrgallagher,43,560,526, True, None,6,15,0
onajjar3,64,1231,1187, True, None,30,8,1
stefanfarian,26,801,741, True, https://letterboxd.com/stefanfarian/,22,12,0
adam.tabbaa,0,884,937, True, None,8,11,0
alien__anarchist,161,1788,6602, True, https://open.spotify.com/artist/6OeiWmzz68XF1yo7enocGN?si=EL2JV1R5Tz2T8y8OXr-rzQ,89,16,0
ian_w44,9,727,683, True, None,33,7,2
bigbuddhaschlong,154,83,93, True, None,55,16,0
gabrielchardman,26,3722,6806, True, http://soundcloud.com/squanski,23,15,0
evan.dye,25,1348,1478, True, None,15,8,0
the_ryanlee,0,326,307, True, None,0,11,0
_caitlyyn24,95,870,1047, True, None,53,11,2
claire_sauer,19,1137,1038, True, None,11,12,0
deanna.leong,8,457,534, True, None,7,12,0
gregwilson216,0,876,1554, True, None,23,13,3
jake.soukup,7,310,597, True, None,2,11,0
leahparish_,59,892,959, True, None,4,11,0
olivialicursi,60,949,744, True, https://vsco.co/oliviaflicursi,37,13,0
g.read_,22,1198,966, True, None,43,7,0
haleyclifton12,2,27,122, True, None,11,14,2
phillip_scherb,44,1866,1565, True, https://www.gofundme.com/f/john-carroll-workers-fund?sharetype=teams&member=4341660&utm_medium=copy_link&utm_source=customer&utm_campaign=p_na+share-sheet&rcid=09aaa3f976624badb1c39b4c21dc964f,57,14,0
alliestaats,105,1740,1897, True, None,0,11,0
haley.daubs,200,1139,1354, True, None,25,11,0
madelinedrushell,205,1535,1523, True, None,22,16,0
lydbutler,266,1981,2965, True, None,2,9,0
iagtfts,200,415,2518, True, None,19,7,0
sarahoooooooooo,850,64,89, True, None,7,15,0
nolan.brazil,15,862,768, True, None,35,12,0
2020classcouncil,14,79,95, True, None,99,16,4
ramkumar1234,5,299,785, True, None,0,12,4
rajkumar219,8,151,758, True, None,36,11,3
_cyfather,15,1221,1206, True, None,25,9,0
emoe.canoe,17,785,469, True, None,26,10,0
brookoverbryce,20,45,50, True, None,34,14,0
ariannarenee_1,2,150,323, True, None,40,14,1
will.rose15,48,3186,1896, True, None,30,11,2
macksonjadden,77,2182,1831, True, https://www.jmaddenphoto.com/,6,13,0
_katefulton,19,948,902, True, None,25,11,0
nick.dye_,13,671,788, True, None,18,9,0
katherine_hagen,14,1729,4134, True, None,3,15,0
just_a_fish_on_a_trip,562,329,709, True, None,43,21,0
bryce_holt_,20,794,444, True, None,12,11,0
lucalugioyo,8,784,689, True, None,0,11,0
t.k.0hmann,86,1508,874, True, None,33,10,1
cameronoakley_,18,1523,820, True, None,29,14,0
johnmackert,10,860,704, True, None,19,11,0
kweisman12,20,980,979, True, None,9,10,2
priv.auxcord,881,78,96, True, https://youtu.be/Bc1Zzp-loA8,98,12,0
kdu_20,1,445,479, True, None,0,6,2
audreyhalv,22,1475,1340, True, https://scarletandgracenotes.com/,51,10,0
rabecca.rached,62,1488,2053, True, http://vsco.co/rabeccarached/,4,14,0
adamweiss23,40,1844,1392, True, None,40,11,2
adamchase524,8,198,323, True, None,26,12,3
nadiapokrajac,70,780,887, True, None,21,13,0
william_francis_bowe,17,903,899, True, None,21,20,0
snowfer1578,0,478,984, True, None,0,11,4
michellemboltz,327,375,490, True, None,0,14,0
con.raded,80,856,5906, True, None,0,9,0
